年,週,就診類別,年齡別,縣市,類流感健保就診人次,健保就診總人次
2014,27,門診,六十五以上,台東縣,37,11716
2014,27,門診,六十五以上,台南市,967,102579
2014,27,門診,六十五以上,宜蘭縣,310,25685
2014,27,門診,六十五以上,花蓮縣,114,19469
2014,27,門診,六十五以上,金門縣,5,3575
2014,27,門診,六十五以上,南投縣,253,28858
2014,27,門診,六十五以上,屏東縣,388,47429
2014,27,門診,六十五以上,苗栗縣,190,27263
2014,27,門診,六十五以上,桃園市,643,77731
2014,27,門診,六十五以上,高雄市,956,148284
2014,27,門診,六十五以上,基隆市,150,21418
2014,27,門診,六十五以上,連江縣,1,223
2014,27,門診,六十五以上,雲林縣,458,42036
2014,27,門診,六十五以上,新北市,886,133323
2014,27,門診,六十五以上,新竹市,172,19744
2014,27,門診,六十五以上,新竹縣,104,15326
2014,27,門診,六十五以上,嘉義市,230,25486
2014,27,門診,六十五以上,嘉義縣,299,29127
2014,27,門診,六十五以上,彰化縣,612,64793
2014,27,門診,六十五以上,澎湖縣,16,8233
2014,28,住院,零到四,台中市,34,217
2014,28,住院,零到四,台北市,72,399
2014,28,住院,零到四,台東縣,11,23
2014,28,住院,零到四,台南市,15,58
2014,28,住院,零到四,宜蘭縣,17,141
2014,28,住院,零到四,花蓮縣,10,29
2014,28,住院,零到四,金門縣,1,2
2014,28,住院,零到四,南投縣,9,30
2014,28,住院,零到四,屏東縣,28,54
2014,28,住院,零到四,苗栗縣,0,1
2014,28,住院,零到四,桃園市,42,273
2014,28,住院,零到四,高雄市,41,250
2014,28,住院,零到四,基隆市,15,37
2014,28,住院,零到四,雲林縣,4,19
2014,28,住院,零到四,新北市,52,185
2014,28,住院,零到四,新竹市,22,92
2014,28,住院,零到四,新竹縣,6,25
2014,28,住院,零到四,嘉義市,5,35
2014,28,住院,零到四,嘉義縣,5,38
2014,28,住院,零到四,彰化縣,72,219
2014,28,住院,十五到二十四,台中市,6,283
2014,28,住院,十五到二十四,台北市,9,447
2014,28,住院,十五到二十四,台東縣,0,19
2014,28,住院,十五到二十四,台南市,1,109
2014,28,住院,十五到二十四,宜蘭縣,1,67
2014,28,住院,十五到二十四,花蓮縣,1,52
2014,28,住院,十五到二十四,金門縣,0,4
2014,28,住院,十五到二十四,南投縣,0,14
2014,28,住院,十五到二十四,屏東縣,1,46
2014,28,住院,十五到二十四,苗栗縣,0,19
2014,28,住院,十五到二十四,桃園市,6,312
2014,28,住院,十五到二十四,高雄市,9,331
2014,28,住院,十五到二十四,基隆市,0,41
2014,28,住院,十五到二十四,連江縣,0,1
2014,28,住院,十五到二十四,雲林縣,2,44
2014,28,住院,十五到二十四,新北市,4,224
2014,28,住院,十五到二十四,新竹市,0,60
2014,28,住院,十五到二十四,新竹縣,3,27
2014,28,住院,十五到二十四,嘉義市,0,39
2014,28,住院,十五到二十四,嘉義縣,0,48
2014,28,住院,十五到二十四,彰化縣,6,142
2014,28,住院,十五到二十四,澎湖縣,0,3
2014,28,住院,二十五到六十四,台中市,48,2684
2014,28,住院,二十五到六十四,台北市,142,5524
2014,28,住院,二十五到六十四,台東縣,8,173
2014,28,住院,二十五到六十四,台南市,25,1562
2014,28,住院,二十五到六十四,宜蘭縣,20,619
2014,28,住院,二十五到六十四,花蓮縣,16,476
2014,28,住院,二十五到六十四,金門縣,0,35
2014,28,住院,二十五到六十四,南投縣,6,177
2014,28,住院,二十五到六十四,屏東縣,9,388
2014,28,住院,二十五到六十四,苗栗縣,5,190
2014,28,住院,二十五到六十四,桃園市,52,2460
2014,28,住院,二十五到六十四,高雄市,50,2975
2014,28,住院,二十五到六十四,基隆市,8,358
2014,28,住院,二十五到六十四,連江縣,0,2
2014,28,住院,二十五到六十四,雲林縣,18,436
2014,28,住院,二十五到六十四,新北市,72,2554
2014,28,住院,二十五到六十四,新竹市,21,568
2014,28,住院,二十五到六十四,新竹縣,1,140
2014,28,住院,二十五到六十四,嘉義市,2,348
2014,28,住院,二十五到六十四,嘉義縣,8,553
2014,28,住院,二十五到六十四,彰化縣,52,1224
2014,28,住院,二十五到六十四,澎湖縣,0,9
2014,28,住院,五到十四,台中市,20,193
2014,28,住院,五到十四,台北市,36,322
2014,28,住院,五到十四,台東縣,3,14
2014,28,住院,五到十四,台南市,13,62
2014,28,住院,五到十四,宜蘭縣,8,69
2014,28,住院,五到十四,花蓮縣,6,39
2014,28,住院,五到十四,金門縣,0,1
2014,28,住院,五到十四,南投縣,2,18
2014,28,住院,五到十四,屏東縣,7,28
2014,28,住院,五到十四,苗栗縣,0,6
2014,28,住院,五到十四,桃園市,13,216
2014,28,住院,五到十四,高雄市,30,245
2014,28,住院,五到十四,基隆市,12,39
2014,28,住院,五到十四,雲林縣,2,24
2014,28,住院,五到十四,新北市,24,135
2014,28,住院,五到十四,新竹市,11,39
2014,28,住院,五到十四,新竹縣,3,14
2014,28,住院,五到十四,嘉義市,1,26
2014,28,住院,五到十四,嘉義縣,4,49
2014,28,住院,五到十四,彰化縣,20,134
2014,28,住院,五到十四,澎湖縣,0,1
2014,28,住院,六十五以上,台中市,144,1374
2014,28,住院,六十五以上,台北市,303,3217
2014,28,住院,六十五以上,台東縣,22,141
2014,28,住院,六十五以上,台南市,55,758
2014,28,住院,六十五以上,宜蘭縣,46,435
2014,28,住院,六十五以上,花蓮縣,36,286
2014,28,住院,六十五以上,金門縣,1,19
2014,28,住院,六十五以上,南投縣,30,147
2014,28,住院,六十五以上,屏東縣,20,230
2014,28,住院,六十五以上,苗栗縣,12,151
2014,28,住院,六十五以上,桃園市,118,1294
2014,28,住院,六十五以上,高雄市,111,1657
2014,28,住院,六十五以上,基隆市,26,289
2014,28,住院,六十五以上,連江縣,0,3
2014,28,住院,六十五以上,雲林縣,59,411
2014,28,住院,六十五以上,新北市,225,1480
2014,28,住院,六十五以上,新竹市,57,371
2014,28,住院,六十五以上,新竹縣,23,95
2014,28,住院,六十五以上,嘉義市,8,173
2014,28,住院,六十五以上,嘉義縣,28,590
2014,28,住院,六十五以上,彰化縣,153,965
2014,28,住院,六十五以上,澎湖縣,0,10
2014,28,門診,零到四,台中市,1361,39231
2014,28,門診,零到四,台北市,605,26661
2014,28,門診,零到四,台東縣,73,1520
2014,28,門診,零到四,台南市,893,23472
2014,28,門診,零到四,宜蘭縣,130,5004
2014,28,門診,零到四,花蓮縣,122,3308
2014,28,門診,零到四,金門縣,8,919
2014,28,門診,零到四,南投縣,135,6049
2014,28,門診,零到四,屏東縣,330,8923
2014,28,門診,零到四,苗栗縣,136,6076
2014,28,門診,零到四,桃園市,719,28509
2014,28,門診,零到四,高雄市,963,33707
2014,28,門診,零到四,基隆市,68,3742
2014,28,門診,零到四,連江縣,0,28
2014,28,門診,零到四,雲林縣,259,8175
2014,28,門診,零到四,新北市,1089,52317
2014,28,門診,零到四,新竹市,216,8328
2014,28,門診,零到四,新竹縣,111,7051
2014,28,門診,零到四,嘉義市,60,5383
2014,28,門診,零到四,嘉義縣,78,2991
2014,28,門診,零到四,彰化縣,602,18031
2014,28,門診,零到四,澎湖縣,24,1186
2014,28,門診,十五到二十四,台中市,477,48727
2014,28,門診,十五到二十四,台北市,178,41098
2014,28,門診,十五到二十四,台東縣,9,2227
2014,28,門診,十五到二十四,台南市,188,28733
2014,28,門診,十五到二十四,宜蘭縣,52,5790
2014,28,門診,十五到二十四,花蓮縣,30,4750
2014,28,門診,十五到二十四,金門縣,3,1320
2014,28,門診,十五到二十四,南投縣,42,6180
2014,28,門診,十五到二十四,屏東縣,166,10387
2014,28,門診,十五到二十四,苗栗縣,39,6209
2014,28,門診,十五到二十四,桃園市,177,30141
2014,28,門診,十五到二十四,高雄市,424,43435
2014,28,門診,十五到二十四,基隆市,49,5190
2014,28,門診,十五到二十四,連江縣,1,140
2014,28,門診,十五到二十四,雲林縣,96,8821
2014,28,門診,十五到二十四,新北市,315,54624
2014,28,門診,十五到二十四,新竹市,32,7911
2014,28,門診,十五到二十四,新竹縣,45,5990
2014,28,門診,十五到二十四,嘉義市,49,6967
2014,28,門診,十五到二十四,嘉義縣,45,4374
2014,28,門診,十五到二十四,彰化縣,225,18845
2014,28,門診,十五到二十四,澎湖縣,2,1833
2014,28,門診,二十五到六十四,台中市,2356,313949
2014,28,門診,二十五到六十四,台北市,1658,343527
2014,28,門診,二十五到六十四,台東縣,49,18787
2014,28,門診,二十五到六十四,台南市,1604,220213
2014,28,門診,二十五到六十四,宜蘭縣,380,41709
2014,28,門診,二十五到六十四,花蓮縣,188,36340
2014,28,門診,二十五到六十四,金門縣,8,7625
2014,28,門診,二十五到六十四,南投縣,196,45650
2014,28,門診,二十五到六十四,屏東縣,845,77724
2014,28,門診,二十五到六十四,苗栗縣,174,45496
2014,28,門診,二十五到六十四,桃園市,1180,208465
2014,28,門診,二十五到六十四,高雄市,2130,331829
2014,28,門診,二十五到六十四,基隆市,321,42155
2014,28,門診,二十五到六十四,連江縣,4,693
2014,28,門診,二十五到六十四,雲林縣,585,67242
2014,28,門診,二十五到六十四,新北市,2082,393800
2014,28,門診,二十五到六十四,新竹市,357,56361
2014,28,門診,二十五到六十四,新竹縣,153,37183
2014,28,門診,二十五到六十四,嘉義市,340,51208
2014,28,門診,二十五到六十四,嘉義縣,381,36545
2014,28,門診,二十五到六十四,彰化縣,1269,127356
2014,28,門診,二十五到六十四,澎湖縣,25,14415
2014,28,門診,五到十四,台中市,1342,52723
2014,28,門診,五到十四,台北市,568,41189
2014,28,門診,五到十四,台東縣,51,2480
2014,28,門診,五到十四,台南市,704,31232
2014,28,門診,五到十四,宜蘭縣,156,6860
2014,28,門診,五到十四,花蓮縣,93,4648
2014,28,門診,五到十四,金門縣,2,1506
2014,28,門診,五到十四,南投縣,130,8534
2014,28,門診,五到十四,屏東縣,386,12889
2014,28,門診,五到十四,苗栗縣,133,7755
2014,28,門診,五到十四,桃園市,630,38033
2014,28,門診,五到十四,高雄市,1050,49237
2014,28,門診,五到十四,基隆市,73,5352
2014,28,門診,五到十四,連江縣,0,61
2014,28,門診,五到十四,雲林縣,261,12076
2014,28,門診,五到十四,新北市,969,70986
2014,28,門診,五到十四,新竹市,177,9873
2014,28,門診,五到十四,新竹縣,99,9114
2014,28,門診,五到十四,嘉義市,90,7809
2014,28,門診,五到十四,嘉義縣,85,5353
2014,28,門診,五到十四,彰化縣,655,25107
2014,28,門診,五到十四,澎湖縣,12,2102
2014,28,門診,六十五以上,台中市,897,115815
2014,28,門診,六十五以上,台北市,1234,175045
2014,28,門診,六十五以上,台東縣,53,11867
2014,28,門診,六十五以上,台南市,987,103319
2014,28,門診,六十五以上,宜蘭縣,299,25657
2014,28,門診,六十五以上,花蓮縣,132,19570
2014,28,門診,六十五以上,金門縣,9,3370
2014,28,門診,六十五以上,南投縣,269,28629
2014,28,門診,六十五以上,屏東縣,399,46515
2014,28,門診,六十五以上,苗栗縣,166,26485
2014,28,門診,六十五以上,桃園市,670,75695
2014,28,門診,六十五以上,高雄市,963,147675
2014,28,門診,六十五以上,基隆市,150,21821
2014,28,門診,六十五以上,連江縣,0,218
2014,28,門診,六十五以上,雲林縣,437,41387
2014,28,門診,六十五以上,新北市,861,129113
2014,28,門診,六十五以上,新竹市,173,19762
2014,28,門診,六十五以上,新竹縣,80,14363
2014,28,門診,六十五以上,嘉義市,267,25652
2014,28,門診,六十五以上,嘉義縣,312,29844
2014,28,門診,六十五以上,彰化縣,612,63389
2014,28,門診,六十五以上,澎湖縣,20,8291
2014,29,住院,零到四,台中市,34,183
2014,29,住院,零到四,台北市,73,378
2014,29,住院,零到四,台東縣,10,19
2014,29,住院,零到四,台南市,12,45
2014,29,住院,零到四,宜蘭縣,19,126
2014,29,住院,零到四,花蓮縣,6,34
2014,29,住院,零到四,金門縣,2,3
2014,29,住院,零到四,南投縣,7,30
2014,29,住院,零到四,屏東縣,19,35
2014,29,住院,零到四,苗栗縣,2,3
2014,29,住院,零到四,桃園市,47,269
2014,29,住院,零到四,高雄市,37,243
2014,29,住院,零到四,基隆市,7,33
2014,29,住院,零到四,雲林縣,4,35
2014,29,住院,零到四,新北市,56,169
2014,29,住院,零到四,新竹市,24,103
2014,29,住院,零到四,新竹縣,12,31
2014,29,住院,零到四,嘉義市,3,18
2014,29,住院,零到四,嘉義縣,3,50
2014,29,住院,零到四,彰化縣,43,211
2014,29,住院,十五到二十四,台中市,8,262
2014,29,住院,十五到二十四,台北市,12,479
2014,29,住院,十五到二十四,台東縣,0,14
2014,29,住院,十五到二十四,台南市,0,114
2014,29,住院,十五到二十四,宜蘭縣,1,65
2014,29,住院,十五到二十四,花蓮縣,1,51
2014,29,住院,十五到二十四,金門縣,0,2
2014,29,住院,十五到二十四,南投縣,0,16
2014,29,住院,十五到二十四,屏東縣,1,57
2014,29,住院,十五到二十四,苗栗縣,0,17
2014,29,住院,十五到二十四,桃園市,4,327
2014,29,住院,十五到二十四,高雄市,10,303
2014,29,住院,十五到二十四,基隆市,1,26
2014,29,住院,十五到二十四,雲林縣,0,55
2014,29,住院,十五到二十四,新北市,2,218
2014,29,住院,十五到二十四,新竹市,1,38
2014,29,住院,十五到二十四,新竹縣,0,9
2014,29,住院,十五到二十四,嘉義市,0,31
2014,29,住院,十五到二十四,嘉義縣,0,38
2014,29,住院,十五到二十四,彰化縣,1,148
2014,29,住院,十五到二十四,澎湖縣,0,3
2014,29,住院,二十五到六十四,台中市,64,2691
2014,29,住院,二十五到六十四,台北市,111,5365
2014,29,住院,二十五到六十四,台東縣,10,169
2014,29,住院,二十五到六十四,台南市,32,1479
2014,29,住院,二十五到六十四,宜蘭縣,24,611
2014,29,住院,二十五到六十四,花蓮縣,8,444
2014,29,住院,二十五到六十四,金門縣,1,24
2014,29,住院,二十五到六十四,南投縣,14,178
2014,29,住院,二十五到六十四,屏東縣,6,392
2014,29,住院,二十五到六十四,苗栗縣,4,175
2014,29,住院,二十五到六十四,桃園市,47,2449
2014,29,住院,二十五到六十四,高雄市,50,3038
2014,29,住院,二十五到六十四,基隆市,10,398
2014,29,住院,二十五到六十四,雲林縣,18,420
2014,29,住院,二十五到六十四,新北市,63,2450
2014,29,住院,二十五到六十四,新竹市,15,572
2014,29,住院,二十五到六十四,新竹縣,6,146
2014,29,住院,二十五到六十四,嘉義市,1,403
2014,29,住院,二十五到六十四,嘉義縣,6,557
2014,29,住院,二十五到六十四,彰化縣,44,1271
2014,29,住院,二十五到六十四,澎湖縣,0,11
2014,29,住院,五到十四,台中市,28,194
2014,29,住院,五到十四,台北市,33,360
2014,29,住院,五到十四,台東縣,2,8
2014,29,住院,五到十四,台南市,5,56
2014,29,住院,五到十四,宜蘭縣,13,76
2014,29,住院,五到十四,花蓮縣,2,23
2014,29,住院,五到十四,金門縣,0,1
2014,29,住院,五到十四,南投縣,1,14
2014,29,住院,五到十四,屏東縣,5,20
2014,29,住院,五到十四,苗栗縣,1,8
2014,29,住院,五到十四,桃園市,22,214
2014,29,住院,五到十四,高雄市,37,231
2014,29,住院,五到十四,基隆市,11,33
2014,29,住院,五到十四,雲林縣,0,13
2014,29,住院,五到十四,新北市,11,94
2014,29,住院,五到十四,新竹市,7,40
2014,29,住院,五到十四,新竹縣,6,15
2014,29,住院,五到十四,嘉義市,3,27
2014,29,住院,五到十四,嘉義縣,4,33
2014,29,住院,五到十四,彰化縣,28,159
2014,29,住院,五到十四,澎湖縣,0,1
2014,29,住院,六十五以上,台中市,152,1397
2014,29,住院,六十五以上,台北市,282,3364
2014,29,住院,六十五以上,台東縣,19,131
2014,29,住院,六十五以上,台南市,87,779
2014,29,住院,六十五以上,宜蘭縣,44,472
2014,29,住院,六十五以上,花蓮縣,28,313
2014,29,住院,六十五以上,金門縣,1,22
2014,29,住院,六十五以上,南投縣,30,158
2014,29,住院,六十五以上,屏東縣,21,257
2014,29,住院,六十五以上,苗栗縣,0,123
2014,29,住院,六十五以上,桃園市,119,1296
2014,29,住院,六十五以上,高雄市,97,1668
2014,29,住院,六十五以上,基隆市,17,298
2014,29,住院,六十五以上,連江縣,1,3
2014,29,住院,六十五以上,雲林縣,69,385
2014,29,住院,六十五以上,新北市,219,1545
2014,29,住院,六十五以上,新竹市,44,325
2014,29,住院,六十五以上,新竹縣,7,90
2014,29,住院,六十五以上,嘉義市,8,171
2014,29,住院,六十五以上,嘉義縣,33,584
2014,29,住院,六十五以上,彰化縣,172,960
2014,29,住院,六十五以上,澎湖縣,0,6
2014,29,門診,零到四,台中市,1278,38325
2014,29,門診,零到四,台北市,628,25976
2014,29,門診,零到四,台東縣,45,1366
2014,29,門診,零到四,台南市,807,22321
2014,29,門診,零到四,宜蘭縣,118,5094
2014,29,門診,零到四,花蓮縣,126,3236
2014,29,門診,零到四,金門縣,9,914
2014,29,門診,零到四,南投縣,121,5742
2014,29,門診,零到四,屏東縣,333,8791
2014,29,門診,零到四,苗栗縣,135,6082
2014,29,門診,零到四,桃園市,670,27417
2014,29,門診,零到四,高雄市,978,32415
2014,29,門診,零到四,基隆市,45,3631
2014,29,門診,零到四,連江縣,0,30
2014,29,門診,零到四,雲林縣,232,7695
2014,29,門診,零到四,新北市,1103,51213
2014,29,門診,零到四,新竹市,216,8179
2014,29,門診,零到四,新竹縣,154,6626
2014,29,門診,零到四,嘉義市,55,5306
2014,29,門診,零到四,嘉義縣,60,3029
2014,29,門診,零到四,彰化縣,551,17346
2014,29,門診,零到四,澎湖縣,24,1126
2014,29,門診,十五到二十四,台中市,418,47638
2014,29,門診,十五到二十四,台北市,191,41305
2014,29,門診,十五到二十四,台東縣,7,2222
2014,29,門診,十五到二十四,台南市,187,27708
2014,29,門診,十五到二十四,宜蘭縣,54,5764
2014,29,門診,十五到二十四,花蓮縣,27,4662
2014,29,門診,十五到二十四,金門縣,1,1391
2014,29,門診,十五到二十四,南投縣,37,6170
2014,29,門診,十五到二十四,屏東縣,156,10461
2014,29,門診,十五到二十四,苗栗縣,31,5950
2014,29,門診,十五到二十四,桃園市,195,29805
2014,29,門診,十五到二十四,高雄市,368,41805
2014,29,門診,十五到二十四,基隆市,24,5112
2014,29,門診,十五到二十四,連江縣,0,129
2014,29,門診,十五到二十四,雲林縣,94,8650
2014,29,門診,十五到二十四,新北市,281,53480
2014,29,門診,十五到二十四,新竹市,35,7585
2014,29,門診,十五到二十四,新竹縣,47,5841
2014,29,門診,十五到二十四,嘉義市,39,6896
2014,29,門診,十五到二十四,嘉義縣,45,4146
2014,29,門診,十五到二十四,彰化縣,209,18171
2014,29,門診,十五到二十四,澎湖縣,3,1893
2014,29,門診,二十五到六十四,台中市,2242,308537
2014,29,門診,二十五到六十四,台北市,1677,336920
2014,29,門診,二十五到六十四,台東縣,47,18279
2014,29,門診,二十五到六十四,台南市,1601,213657
2014,29,門診,二十五到六十四,宜蘭縣,376,40299
2014,29,門診,二十五到六十四,花蓮縣,211,35267
2014,29,門診,二十五到六十四,金門縣,15,7756
2014,29,門診,二十五到六十四,南投縣,215,45496
2014,29,門診,二十五到六十四,屏東縣,829,77582
2014,29,門診,二十五到六十四,苗栗縣,174,44912
2014,29,門診,二十五到六十四,桃園市,1171,206041
2014,29,門診,二十五到六十四,高雄市,2184,323361
2014,29,門診,二十五到六十四,基隆市,300,42049
2014,29,門診,二十五到六十四,連江縣,1,652
2014,29,門診,二十五到六十四,雲林縣,518,65827
2014,29,門診,二十五到六十四,新北市,2149,388495
2014,29,門診,二十五到六十四,新竹市,350,54722
2014,29,門診,二十五到六十四,新竹縣,183,36995
2014,29,門診,二十五到六十四,嘉義市,347,49788
2014,29,門診,二十五到六十四,嘉義縣,385,35501
2014,29,門診,二十五到六十四,彰化縣,1230,124768
2014,29,門診,二十五到六十四,澎湖縣,23,14136
2014,29,門診,五到十四,台中市,1306,51426
2014,29,門診,五到十四,台北市,571,39487
2014,29,門診,五到十四,台東縣,42,2329
2014,29,門診,五到十四,台南市,642,29225
2014,29,門診,五到十四,宜蘭縣,170,6883
2014,29,門診,五到十四,花蓮縣,81,4499
2014,29,門診,五到十四,金門縣,6,1481
2014,29,門診,五到十四,南投縣,121,8152
2014,29,門診,五到十四,屏東縣,363,12610
2014,29,門診,五到十四,苗栗縣,142,7439
2014,29,門診,五到十四,桃園市,580,35702
2014,29,門診,五到十四,高雄市,923,45079
2014,29,門診,五到十四,基隆市,66,5120
2014,29,門診,五到十四,連江縣,0,75
2014,29,門診,五到十四,雲林縣,217,11126
2014,29,門診,五到十四,新北市,893,69379
2014,29,門診,五到十四,新竹市,165,9480
2014,29,門診,五到十四,新竹縣,139,8614
2014,29,門診,五到十四,嘉義市,82,7463
2014,29,門診,五到十四,嘉義縣,84,4978
2014,29,門診,五到十四,彰化縣,667,23926
2014,29,門診,五到十四,澎湖縣,8,2088
2014,29,門診,六十五以上,台中市,876,112116
2014,29,門診,六十五以上,台北市,1177,164826
2014,29,門診,六十五以上,台東縣,42,11477
2014,29,門診,六十五以上,台南市,939,99482
2014,29,門診,六十五以上,宜蘭縣,305,24710
2014,29,門診,六十五以上,花蓮縣,139,19601
2014,29,門診,六十五以上,金門縣,8,3429
2014,29,門診,六十五以上,南投縣,228,27955
2014,29,門診,六十五以上,屏東縣,375,47181
2014,29,門診,六十五以上,苗栗縣,160,26035
2014,29,門診,六十五以上,桃園市,595,73095
2014,29,門診,六十五以上,高雄市,952,141976
2014,29,門診,六十五以上,基隆市,169,21171
2014,29,門診,六十五以上,連江縣,2,243
2014,29,門診,六十五以上,雲林縣,408,40823
2014,29,門診,六十五以上,新北市,855,127849
2014,29,門診,六十五以上,新竹市,159,18472
2014,29,門診,六十五以上,新竹縣,109,14918
2014,29,門診,六十五以上,嘉義市,262,24752
2014,29,門診,六十五以上,嘉義縣,304,28069
2014,29,門診,六十五以上,彰化縣,610,61258
2014,29,門診,六十五以上,澎湖縣,15,8320
2014,30,住院,零到四,台中市,36,218
2014,30,住院,零到四,台北市,81,372
2014,30,住院,零到四,台東縣,4,13
2014,30,住院,零到四,台南市,14,40
2014,30,住院,零到四,宜蘭縣,14,137
2014,30,住院,零到四,花蓮縣,12,29
2014,30,住院,零到四,南投縣,4,31
2014,30,住院,零到四,屏東縣,12,23
2014,30,住院,零到四,苗栗縣,0,4
2014,30,住院,零到四,桃園市,56,260
2014,30,住院,零到四,高雄市,28,210
2014,30,住院,零到四,基隆市,13,41
2014,30,住院,零到四,雲林縣,4,17
2014,30,住院,零到四,新北市,67,196
2014,30,住院,零到四,新竹市,19,86
2014,30,住院,零到四,新竹縣,8,22
2014,30,住院,零到四,嘉義市,2,21
2014,30,住院,零到四,嘉義縣,3,32
2014,30,住院,零到四,彰化縣,55,206
2014,30,住院,十五到二十四,台中市,5,269
2014,30,住院,十五到二十四,台北市,6,428
2014,30,住院,十五到二十四,台東縣,1,11
2014,30,住院,十五到二十四,台南市,0,106
2014,30,住院,十五到二十四,宜蘭縣,3,62
2014,30,住院,十五到二十四,花蓮縣,1,54
2014,30,住院,十五到二十四,金門縣,0,2
2014,30,住院,十五到二十四,南投縣,0,21
2014,30,住院,十五到二十四,屏東縣,0,41
2014,30,住院,十五到二十四,苗栗縣,0,16
2014,30,住院,十五到二十四,桃園市,2,278
2014,30,住院,十五到二十四,高雄市,9,279
2014,30,住院,十五到二十四,基隆市,0,27
2014,30,住院,十五到二十四,雲林縣,0,41
2014,30,住院,十五到二十四,新北市,5,212
2014,30,住院,十五到二十四,新竹市,1,53
2014,30,住院,十五到二十四,新竹縣,1,11
2014,30,住院,十五到二十四,嘉義市,0,36
2014,30,住院,十五到二十四,嘉義縣,0,40
2014,30,住院,十五到二十四,彰化縣,2,107
2014,30,住院,十五到二十四,澎湖縣,0,2
2014,30,住院,二十五到六十四,台中市,53,2624
2014,30,住院,二十五到六十四,台北市,130,5399
2014,30,住院,二十五到六十四,台東縣,11,166
2014,30,住院,二十五到六十四,台南市,27,1515
2014,30,住院,二十五到六十四,宜蘭縣,19,559
2014,30,住院,二十五到六十四,花蓮縣,13,434
2014,30,住院,二十五到六十四,金門縣,1,21
2014,30,住院,二十五到六十四,南投縣,7,162
2014,30,住院,二十五到六十四,屏東縣,9,381
2014,30,住院,二十五到六十四,苗栗縣,1,117
2014,30,住院,二十五到六十四,桃園市,47,2468
2014,30,住院,二十五到六十四,高雄市,34,3061
2014,30,住院,二十五到六十四,基隆市,9,353
2014,30,住院,二十五到六十四,連江縣,0,1
2014,30,住院,二十五到六十四,雲林縣,22,425
2014,30,住院,二十五到六十四,新北市,68,2451
2014,30,住院,二十五到六十四,新竹市,15,548
2014,30,住院,二十五到六十四,新竹縣,4,166
2014,30,住院,二十五到六十四,嘉義市,2,373
2014,30,住院,二十五到六十四,嘉義縣,9,573
2014,30,住院,二十五到六十四,彰化縣,34,1253
2014,30,住院,二十五到六十四,澎湖縣,0,15
2014,30,住院,五到十四,台中市,25,169
2014,30,住院,五到十四,台北市,30,328
2014,30,住院,五到十四,台東縣,5,12
2014,30,住院,五到十四,台南市,4,39
2014,30,住院,五到十四,宜蘭縣,19,78
2014,30,住院,五到十四,花蓮縣,7,28
2014,30,住院,五到十四,金門縣,0,2
2014,30,住院,五到十四,南投縣,7,23
2014,30,住院,五到十四,屏東縣,3,16
2014,30,住院,五到十四,苗栗縣,1,3
2014,30,住院,五到十四,桃園市,21,205
2014,30,住院,五到十四,高雄市,19,233
2014,30,住院,五到十四,基隆市,8,30
2014,30,住院,五到十四,雲林縣,4,21
2014,30,住院,五到十四,新北市,29,123
2014,30,住院,五到十四,新竹市,18,54
2014,30,住院,五到十四,新竹縣,0,8
2014,30,住院,五到十四,嘉義市,3,23
2014,30,住院,五到十四,嘉義縣,6,38
2014,30,住院,五到十四,彰化縣,16,123
2014,30,住院,五到十四,澎湖縣,0,5
2014,30,住院,六十五以上,台中市,118,1291
2014,30,住院,六十五以上,台北市,253,3134
2014,30,住院,六十五以上,台東縣,14,107
2014,30,住院,六十五以上,台南市,60,780
2014,30,住院,六十五以上,宜蘭縣,39,406
2014,30,住院,六十五以上,花蓮縣,19,258
2014,30,住院,六十五以上,金門縣,2,17
2014,30,住院,六十五以上,南投縣,30,141
2014,30,住院,六十五以上,屏東縣,19,257
2014,30,住院,六十五以上,苗栗縣,4,94
2014,30,住院,六十五以上,桃園市,118,1289
2014,30,住院,六十五以上,高雄市,74,1636
2014,30,住院,六十五以上,基隆市,36,297
2014,30,住院,六十五以上,連江縣,0,1
2014,30,住院,六十五以上,雲林縣,73,391
2014,30,住院,六十五以上,新北市,207,1489
2014,30,住院,六十五以上,新竹市,48,370
2014,30,住院,六十五以上,新竹縣,21,103
2014,30,住院,六十五以上,嘉義市,4,147
2014,30,住院,六十五以上,嘉義縣,24,552
2014,30,住院,六十五以上,彰化縣,140,846
2014,30,住院,六十五以上,澎湖縣,0,6
2014,30,門診,零到四,台中市,1190,35742
2014,30,門診,零到四,台北市,665,23378
2014,30,門診,零到四,台東縣,53,1311
2014,30,門診,零到四,台南市,772,21523
2014,30,門診,零到四,宜蘭縣,112,4637
2014,30,門診,零到四,花蓮縣,83,2854
2014,30,門診,零到四,金門縣,10,741
2014,30,門診,零到四,南投縣,123,5705
2014,30,門診,零到四,屏東縣,286,8018
2014,30,門診,零到四,苗栗縣,128,5733
2014,30,門診,零到四,桃園市,651,25353
2014,30,門診,零到四,高雄市,755,30241
2014,30,門診,零到四,基隆市,59,3452
2014,30,門診,零到四,連江縣,1,29
2014,30,門診,零到四,雲林縣,274,7508
2014,30,門診,零到四,新北市,1070,46796
2014,30,門診,零到四,新竹市,196,7873
2014,30,門診,零到四,新竹縣,146,6264
2014,30,門診,零到四,嘉義市,55,5089
2014,30,門診,零到四,嘉義縣,79,2747
2014,30,門診,零到四,彰化縣,522,16322
2014,30,門診,零到四,澎湖縣,17,913
2014,30,門診,十五到二十四,台中市,446,43038
2014,30,門診,十五到二十四,台北市,187,35108
